INSTNM,INSTURL,SAT_AVG,ADM_RATE,ACT_MEDIAN,GRAD_DEBT_MDN,UGDS,PCTPELL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,C200_4,COSTT4_A,CITY,STABBR,IS_PUBLIC,IS_CITY
Healthcare Career College,https://healthcarecareercollege.edu/,NA,NA,NA,9500,381,0.8988,0.0446,0.1391,0.7533,0.0315,0.0052,0.0079,0,0,0.0184,NA,NA,Paramount,CA,0,1
Coastline Beauty College,www.coastlinebeauty.edu/,NA,NA,NA,NA,185,0.4623,0.1622,0.0216,0.2865,0.4973,0.0108,0,0.0054,0.0162,0,NA,NA,Fountain Valley,CA,0,1
Branford Academy of Hair and Cosmetology,www.branfordacademy.com/,NA,NA,NA,6333,39,1,0.1026,0.0256,0.8462,0.0256,0,0,0,0,0,NA,NA,Branford,CT,0,1
Academy of Massage and Bodywork,www.massage-academy.com/,NA,NA,NA,6333,113,0.3873,0.4602,0.3186,0.1239,0,0,0,0.0973,0,0,NA,NA,Bear,DE,0,1
Academy of Career Training,academyofcareertraining.com/,NA,NA,NA,6105,24,0.1186,0.1667,0.1667,0.6667,0,0,0,0,0,0,NA,NA,Kissimmee,FL,0,1
Miami Regional University,https://www.mru.edu/,NA,NA,NA,22500,310,0.2344,0.0355,0.1484,0.8161,0,0,0,0,0,0,0,NA,Miami Springs,FL,0,1
Paul Mitchell the School-Miami,paulmitchell.edu/miami,NA,NA,NA,9442,112,0.4702,0.2589,0.1429,0.5357,0,0,0,0.0357,0,0.0268,NA,NA,Miami,FL,0,1
Aveda Institute-South Florida,https://www.beaveda.com/,NA,NA,NA,6333,1012,0.3302,0.3626,0.2253,0.3518,0.0069,0.004,0.0059,0.0069,0,0.0366,NA,NA,Davie,FL,0,1
Aveda Institute-Tallahassee,www.beaveda.com/,NA,NA,NA,6333,764,0.1878,0.5942,0.199,0.1387,0.0079,0.0013,0.0079,0.0445,0,0.0065,NA,NA,Tallahassee,FL,0,1
Shear Excellence Hair Academy,shearexcell.edu/,NA,NA,NA,9498,149,0.7164,0.0537,0.2886,0.6107,0.0067,0,0,0.0201,0,0.0201,NA,NA,Tampa,FL,0,1
Carlson College of Massage Therapy,www.carlsoncollege.com/,NA,NA,NA,NA,19,0.4902,0.8947,0.0526,0.0526,0,0,0,0,0,0,NA,NA,Anamosa,IA,0,0
MyComputerCareer at Indianapolis,www.mycomputercareer.edu/,NA,NA,NA,9500,1034,0.6529,0.3337,0.4603,0.0996,0.0106,0.0155,0.0039,0.0687,0,0.0077,NA,NA,Indianapolis,IN,0,1
Z Hair Academy,www.zhairacademy.com/,NA,NA,NA,9833,307,0.4085,0.9186,0.0358,0.0163,0,0,0.0033,0.013,0,0.013,NA,NA,Overland Park,KS,0,1
DiGrigoli School of Cosmetology,www.digrigoli.com/school,NA,NA,NA,NA,28,0.0865,0.4286,0.1786,0.2143,0,0,0,0,0,0.1786,NA,NA,West Springfield,MA,0,1
Elevate Salon Institute,esiroyaloak.com/,NA,NA,NA,6333,169,0.331,0.6864,0.2544,0.0059,0.0237,0.0059,0.0178,0.0059,0,0,NA,NA,Royal Oak,MI,0,1
Lakewood School of Therapeutic Massage,lakewoodschool.edu/,NA,NA,NA,NA,14,0.9231,0.8571,0.1429,0,0,0,0,0,0,0,NA,NA,Port Huron,MI,0,1
The Salon Professional Academy-Battle Creek,www.tspabattlecreek.com/,NA,NA,NA,6333,44,0.5616,0.6591,0.1818,0.0455,0.0227,0,0.0227,0.0682,0,0,NA,NA,Battle Creek,MI,0,1
Trend Setters School,www.trendsettersschool.com/,NA,NA,NA,10667,69,0.6706,0.6087,0.3768,0,0,0,0,0.0145,0,0,NA,NA,Cape Girardeau,MO,0,1
Academy of Hair Design-Springfield,aohd.edu/,NA,NA,NA,9500,267,0.5166,0.4794,0.176,0.2584,0,0.015,0,0.0524,0,0.0187,NA,NA,Springfield,MO,0,1
Corinth Academy of Cosmetology,cac.edu/,NA,NA,NA,8500,105,0.5347,0.619,0.3238,0.019,0,0,0,0.0286,0,0.0095,NA,NA,Corinth,MS,0,0
Southeastern College-Charlotte,www.sec.edu/,NA,0.9749,NA,9500,217,0.7746,0.1475,0.659,0.1106,0.0046,0.0046,0,0.0369,0,0.0369,NA,42015,Charlotte,NC,0,1
Yeshivas Be'er Yitzchok,https://yeshivasbeeryitzchok.org/,NA,1,NA,NA,52,0.569,0.9231,0,0,0,0,0,0,0.0769,0,0.2222,32040,Elizabeth,NJ,0,1
Yeshiva Toras Chaim,https://ytclakewood.com/,NA,0.9841,NA,NA,225,0.4178,0.8489,0,0,0,0,0,0,0.1511,0,0.1475,21574,Lakewood,NJ,0,1
Talmudical Seminary of Bobov,www.independentrabbinicalcolleges.org/,NA,0.9807,NA,NA,515,0.9455,1,0,0,0,0,0,0,0,0,0.3038,18400,Brooklyn,NY,0,1
Center for Allied Health Education,https://www.cahe.edu/,NA,0.1852,NA,13626,113,0.3854,0.4248,0.1858,0.2478,0.1239,0,0.0177,0,0,0,NA,NA,Brooklyn,NY,0,1
Aveda Fredric's Institute-Cincinnati,https://www.avedafi.edu/cincinnati/,NA,NA,NA,7917,482,0.4833,0.5643,0.1037,0.0124,0.0062,0,0.0021,0.0228,0,0.2884,NA,NA,West Chester,OH,0,1
MyComputerCareer at Columbus,www.mycomputercareer.edu/,NA,NA,NA,9500,824,0.5924,0.3495,0.4223,0.1129,0.0255,0.017,0.0024,0.0583,0,0.0121,NA,NA,Columbus,OH,0,1
CDE Career Institute,www.cde.edu/,NA,NA,NA,9500,308,0.9495,0.2273,0.3117,0.461,0,0,0,0,0,0,NA,NA,Tannersville,PA,0,0
Instituto Educativo Premier,premierponce.net/,NA,NA,NA,NA,283,0.9784,0,0,1,0,0,0,0,0,0,NA,NA,Ponce,PR,0,1
Elite College of Cosmetology,www.elitecollegeofcosmetology.com/,NA,NA,NA,5500,68,0.9524,0.7794,0.1324,0.0294,0,0,0,0.0588,0,0,NA,NA,Lexington,TN,0,0
Manuel and Theresa's School of Hair Design-Bryan,www.manuelandtheresasschoolofhair.com/,NA,NA,NA,7924,19,0.7083,0.3158,0.0526,0.6316,0,0,0,0,0,0,NA,NA,Bryan,TX,0,1
Southwest University at El Paso,southwestuniversity.edu/,NA,NA,NA,20000,1817,0.7909,0.0594,0.0611,0.8602,0.0066,0.005,0.005,0,0,0.0028,0.6118,23946,El Paso,TX,0,1
Paul Mitchell the School-Austin,https://paulmitchell.edu/austin,NA,NA,NA,7917,192,0.5144,0.3229,0.2031,0.4375,0.0156,0,0.0052,0.0156,0,0,NA,NA,Austin,TX,0,1
Aveda Institute-Provo,avedainstituteprovo.com/,NA,NA,NA,7666,142,0.3934,0.7042,0.0141,0.1549,0.007,0.007,0.007,0.0775,0,0.0282,NA,NA,Provo,UT,0,1
Dixie Technical College,www.dixietech.edu/,NA,NA,NA,NA,1042,0.0806,0.7447,0.0106,0.1708,0.0096,0.0058,0.0106,0.0307,0,0.0173,NA,NA,Saint George,UT,1,1
Victoria's Academy of Cosmetology,www.victoriasacademy.edu/,NA,NA,NA,7830,28,0.4818,0.3929,0.0357,0.5357,0,0.0357,0,0,0,0,NA,NA,Kennewick,WA,0,1
Paul Mitchell the School-San Antonio,paulmitchell.edu/sanantonio,NA,NA,NA,8505,352,0.5244,0.1335,0.0597,0.3608,0.0085,0,0.0028,0.0426,0,0.392,NA,NA,San Antonio,TX,0,1
Bryant & Stratton College-Wauwatosa,https://www.bryantstratton.edu/,NA,NA,NA,21549,952,0.5738,0.3739,0.3634,0.1544,0.0399,0.0074,0.0063,0.0452,0,0.0095,NA,25392,Wauwatosa,WI,0,1
Remington College-Houston Southeast Campus,https://www.remingtoncollege.edu/locations/houston/webster/,NA,NA,NA,13271,65,0.9206,0.2462,0.5077,0.2154,0.0308,0,0,0,0,0,NA,26324,League City,TX,0,1
Remington College-Shreveport Campus,https://www.remingtoncollege.edu/locations/shreveport/,NA,NA,NA,13271,342,0.9091,0.1228,0.8684,0.0029,0,0,0,0.0058,0,0,0.5333,37056,Shreveport,LA,0,1
TC Beauty,www.jennyleaacademy.com/,NA,NA,NA,7917,139,0.6712,0.8129,0.0791,0.0576,0.0144,0.0144,0.0072,0.0144,0,0,NA,NA,Johnson City,TN,0,1
Patrick Henry College,https://www.phc.edu/,1351,0.8198,NA,NA,373,0,0.4853,0.0027,0.0456,0.0509,0,0.0027,0,0,0.4129,0.7246,NA,Purcellville,VA,0,0
The Hair Academy,thehairacademynd.com/,NA,NA,NA,11630,56,0.2892,0.6607,0,0,0,0.1607,0,0.1786,0,0,NA,NA,Bismarck,ND,0,1
Ross Medical Education Center-New Baltimore,https://rosseducation.edu/,NA,NA,NA,9500,39,0.7,0.3077,0.0513,0.0256,0,0,0,0.0769,0,0.5385,NA,NA,New Baltimore,MI,0,1
Ross College-Sylvania,https://rosseducation.edu/,NA,NA,NA,9500,1273,0.8773,0.2184,0.1744,0.0424,8e-4,0.0016,0.0016,0.0487,0.0079,0.5043,NA,NA,Sylvania,OH,0,1
Escuela De Troqueleria Y Herramentaje,escuelatroqueleria.jimdo.com/,NA,1,NA,NA,67,0.8438,0,0,1,0,0,0,0,0,0,NA,8450,Bayamon,PR,1,1
Fortis Institute-Nashville,www.fortis.edu/,NA,NA,NA,12346,392,0.6889,0.301,0.4872,0.0867,0.0281,0.0026,0.0051,0.0638,0,0.0255,NA,36210,Nashville,TN,0,1
ATA College-Cincinnati,www.ata.edu/,NA,NA,NA,21030,264,0.8382,0.1818,0.7083,0.0152,0.0568,0,0.0114,0.0227,0,0.0038,NA,29073,Cincinnati,OH,0,1
Dental Assistant Pro LLC-Columbus,www.dentalassistantpro.com/,NA,NA,NA,NA,10,0,0.9,0.1,0,0,0,0,0,0,0,NA,NA,Westerville,OH,0,1
Dental Assistant Pro-Lebanon,www.dentalassistantpro.com/,NA,NA,NA,NA,14,0,1,0,0,0,0,0,0,0,0,NA,NA,Lebanon,OH,0,1
Elite Welding Academy LLC,www.eliteweldingacademy.com/,NA,NA,NA,9483,65,0.3577,0.8308,0.0769,0.0769,0.0154,0,0,0,0,0,NA,NA,Cincinnati,OH,0,1
Galen College of Nursing-Cincinnati,www.galencollege.edu/cincinnati,NA,NA,NA,24166,670,0.5665,0.5478,0.2567,0.0269,0.0478,0.003,0,0.0269,0,0.091,NA,33343,Cincinnati,OH,0,1
Strayer University-North Carolina,www.strayer.edu/campus-locations/north-carolina/greensboro,NA,NA,NA,40621,2728,0.7997,0.2199,0.6716,0.0359,0.0044,0.0117,0.0015,0.0422,0,0.0128,0,NA,Greensboro,NC,0,1
Strayer University-New Jersey,www.strayer.edu/campus-locations/new-jersey/piscataway,NA,NA,NA,40621,536,0.6624,0.1549,0.541,0.2108,0.0168,0.0093,0,0.041,0,0.0261,0,NA,Piscataway,NJ,0,1
International Culinary Arts and Sciences Institute,www.icasi.net/,NA,NA,NA,NA,26,0,0.8462,0.0769,0,0,0,0,0.0769,0,0,NA,NA,Chesterland,OH,0,0
Ohio Media School-Columbus,beonair.com/locations/columbus,NA,NA,NA,9500,43,0.6318,0.2093,0.7209,0.0698,0,0,0,0,0,0,NA,NA,Columbus,OH,0,1
Ohio Medical Career College,www.omcc.edu/,NA,NA,NA,12403,121,0.5913,0.0992,0.9008,0,0,0,0,0,0,0,NA,NA,Dayton,OH,0,1
Chamberlain University-Illinois,https://www.chamberlain.edu/,868,0.8857,NA,20919,12188,0.2994,0.4637,0.2265,0.1633,0.0833,0.0053,0.0049,0.0075,0.0032,0.0425,0.7333,36346,Addison,IL,0,1
Chamberlain University-Ohio,https://www.chamberlain.edu/,NA,0.75,NA,20919,336,0.486,0.4911,0.3542,0.0655,0.0506,0.003,0.003,0.0179,0,0.0149,0.5,38833,Columbus,OH,0,1
Chamberlain University-Arizona,https://www.chamberlain.edu/,NA,0.875,NA,20919,745,0.4352,0.447,0.1128,0.2859,0.0953,0.0161,0.0107,0.0107,0.0013,0.0201,0.5,39034,Phoenix,AZ,0,1
The Salon Professional Academy-Appleton,https://www.tspaappleton.com/,NA,NA,NA,9991,85,0.4086,0.8,0.0118,0.0471,0.0706,0.0118,0,0.0588,0,0,NA,NA,Appleton,WI,0,1
Milan Institute of Cosmetology-Vacaville,www.milaninstitute.edu/,NA,NA,NA,6333,234,0.6302,0.2863,0.1752,0.359,0.0299,0.0043,0.0214,0.0171,0,0.1068,NA,NA,Vacaville,CA,0,1
Milan Institute of Cosmetology-Reno,www.milaninstitute.edu/,NA,NA,NA,6333,243,0.5567,0.3827,0.037,0.465,0.037,0.0123,0.0082,0.0576,0,0,NA,NA,Reno,NV,0,1
Ottawa University-Online,www.ottawa.edu/,NA,NA,NA,21500,328,0.2955,0.4756,0.1067,0.2835,0.0152,0.0579,0,0.0457,0.0091,0.0061,NA,NA,Overland Park,KS,0,1
Paul Mitchell the School-Esani,https://paulmitchell.edu/atlanta-esani,NA,NA,NA,9833,337,0.5461,0.3264,0.3947,0.1157,0.0237,0.0119,0.003,0.0386,0.003,0.0831,NA,NA,Roswell,GA,0,1
Paul Mitchell the School-Birmingham,https://paulmitchell.edu/birmingham,NA,NA,NA,9833,128,0.5161,0.7266,0.1875,0.0547,0,0,0,0.0234,0,0.0078,NA,NA,Hoover,AL,0,1
Taft University System,www.taftu.edu/,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,NA,Denver,CO,0,1
Mayfield College,www.mayfieldcollege.edu/,NA,NA,NA,9025,316,0.8418,0.1361,0.0633,0.8006,0,0,0,0,0,0,NA,NA,Cathedral City,CA,0,1
Academy of Esthetics and Cosmetology,www.aecosmetology.com/,NA,NA,NA,NA,28,0.5366,0.0357,0,0.9643,0,0,0,0,0,0,NA,NA,San Fernando,CA,0,1
Borner's Barber College,www.bornersbarbercollege.com/,NA,NA,NA,NA,41,0.5758,0,0.439,0.3902,0.1463,0.0244,0,0,0,0,NA,NA,Los Angeles,CA,0,1
Paul Mitchell the School-Pasadena,paulmitchell.edu/pasadena,NA,NA,NA,6333,200,0.6561,0.155,0.105,0.445,0.115,0.02,0.01,0,0.005,0.145,NA,NA,Pasadena,CA,0,1
San Francisco Institute of Esthetics & Cosmetology Inc,https://www.sfiec.edu/ and https://paulmitchell.edu/sanfrancisco,NA,NA,NA,6333,202,0.4111,0.2723,0.198,0.3267,0.0693,0,0.0099,0.099,0.0099,0.0149,NA,NA,San Francisco,CA,0,1
Laurus College,www.lauruscollege.edu/,NA,NA,NA,32416,794,0.6742,0.1448,0.1146,0.1914,0.4836,0.0038,0.0176,0.0139,0,0.0302,NA,NA,San Luis Obispo,CA,0,1
Healing Hands School of Holistic Health,https://hhs.edu/,NA,NA,NA,6333,256,0.2276,0.4141,0.0508,0.2188,0.0859,0.0156,0.0078,0.0938,0,0.1133,NA,NA,Escondido,CA,0,1
Career Development Institute Inc,cdi.edu/,NA,NA,NA,16873,168,0.663,0.0536,0.4583,0.3333,0.0536,0.0119,0,0.006,0.0774,0.006,NA,NA,Los Angeles,CA,0,1
Auguste Escoffier School of Culinary Arts-Boulder,www.escoffier.edu/,NA,NA,NA,9653,8571,0.4845,0.3358,0.3792,0.0977,0.0116,0.016,0.0036,0.0698,5e-4,0.086,NA,NA,Boulder,CO,0,1
Aspen University,https://www.aspen.edu/,NA,NA,NA,15756,2396,0.1287,0.5171,0.2087,0.1252,0.0538,0.0058,0.0063,0.0309,0,0.0522,NA,NA,Phoenix,AZ,0,1
Denver College of Nursing,www.denvercollegeofnursing.edu/,NA,NA,NA,26500,949,0.2514,0.4995,0.1391,0.1981,0.0717,0.0095,0.0053,0.0495,0,0.0274,NA,NA,Denver,CO,0,1
Cambridge College of Healthcare & Technology,www.cambridgehealth.edu/,NA,NA,NA,26250,1037,0.5761,0.1977,0.4744,0.2469,0.0241,0.0068,0,0.0473,0,0.0029,NA,22460,Delray Beach,FL,0,1
Cozmo Beauty School,www.cozmo.edu/,NA,NA,NA,8082,68,0.2857,0.5147,0.0882,0.3971,0,0,0,0,0,0,NA,NA,Bonita Springs,FL,0,1
Celebrity School of Beauty,www.celebrity.edu/,NA,NA,NA,6333,884,0.6413,0.0509,0.0814,0.8428,0.0011,0,0,0.0011,0.0158,0.0068,NA,NA,Miami,FL,0,1
Paul Mitchell the School-Atlanta,paulmitchell.edu/atlanta,NA,NA,NA,12500,301,0.638,0.113,0.8206,0.0332,0.01,0,0,0.0233,0,0,NA,NA,Atlanta,GA,0,1
Evans Hairstyling College-Rexburg,www.evanshairstylingcollege.com/,NA,NA,NA,NA,67,0.4,0.9254,0,0.0597,0,0.0149,0,0,0,0,NA,NA,Rexburg,ID,0,0
Paul Mitchell the School-Rexburg,paulmitchell.edu/rexburg,NA,NA,NA,9500,246,0.4894,0.8415,0,0.1098,0.0041,0.0081,0.0163,0.0203,0,0,NA,NA,Rexburg,ID,0,0
University of Aesthetics & Cosmetology,https://www.uac.edu/,NA,NA,NA,7917,62,0.6053,0.1129,0.3871,0.4194,0.0161,0,0,0.0323,0,0.0323,NA,NA,Chicago,IL,0,1
The University of Aesthetics & Cosmetology,https://www.uofac.edu/,NA,NA,NA,7917,60,0.3689,0.3833,0.1333,0.4,0.0167,0,0,0,0,0.0667,NA,NA,Downers Grove,IL,0,1
Tricoci University of Beauty Culture-Chicago NW,www.tricociuniversity.edu/,NA,NA,NA,7307,206,0.5954,0.1456,0.301,0.4612,0.0194,0.0049,0,0.0437,0.0049,0.0194,NA,NA,Chicago,IL,0,1
Tricoci University of Beauty Culture-Glendale Heights,www.tricociuniversity.edu/,NA,NA,NA,7307,148,0.5422,0.2568,0.2432,0.3851,0.0203,0,0,0.0608,0.0338,0,NA,NA,Glendale Heights,IL,0,1
Tricoci University of Beauty Culture-Peoria,www.tricociuniversity.edu/,NA,NA,NA,7307,137,0.6398,0.5182,0.2628,0.1387,0.0146,0,0,0.0438,0.0073,0.0146,NA,NA,Peoria,IL,0,1
Tricoci University of Beauty Culture-Rockford,www.tricociuniversity.edu/,NA,NA,NA,7307,173,0.6096,0.341,0.3468,0.237,0,0,0,0.0751,0,0,NA,NA,Rockford,IL,0,1
Omega Studios' School of Applied Recording Arts & Sciences,www.omegastudios.com/,NA,NA,NA,5500,74,0.3265,0.2973,0.4189,0.1622,0.0135,0,0,0.0811,0,0.027,NA,NA,Rockville,MD,0,1
French Academy of Cosmetology,https://www.frenchacademyofcosmetology.com/,NA,NA,NA,4223,39,0.2301,0.641,0.1538,0.0256,0,0,0,0.1795,0,0,NA,NA,Spring Lake,MI,0,1
Healing Arts Center,https://www.thehealingartscenter.com/,NA,NA,NA,6365,121,0.4286,0.5207,0.1818,0.0331,0.0083,0,0,0.0496,0,0.2066,NA,NA,St. Louis,MO,0,1
Paul Mitchell the School-Springfield,paulmitchell.edu/springfield,NA,NA,NA,7917,263,0.5451,0.8365,0.0418,0.0456,0.0152,0,0,0.0608,0,0,NA,NA,Springfield,MO,0,1
Mississippi Institute of Aesthetics Nails & Cosmetology,msinstitute.com/,NA,NA,NA,NA,77,0.254,0.8961,0.0649,0.039,0,0,0,0,0,0,NA,NA,Clinton,MS,0,1
College of Western Idaho,https://cwi.edu/,NA,NA,NA,9720,5898,0.2286,0.6377,0.0209,0.2143,0.0232,0.0076,0.0056,0.0302,0.0153,0.0453,NA,12294,Nampa,ID,1,0
Aveda Institute-Chapel Hill,https://avedafi.edu/chapel-hill/,NA,NA,NA,6333,171,0.4923,0.3158,0.1228,0.076,0.0234,0,0,0.0234,0,0.4386,NA,NA,Chapel Hill,NC,0,1
Total Image Beauty Academy,www.tiba.edu/,NA,NA,NA,8500,293,0.3134,0.0444,0.0375,0.9113,0.0068,0,0,0,0,0,NA,NA,Union City,NJ,0,1
Jersey College,https://www.jerseycollege.edu/,967,0.6791,NA,21000,4089,0.5753,0.1937,0.5931,0.1088,0.0345,0.0051,0.002,0.0479,0,0.0149,NA,NA,Teterboro,NJ,0,1
American Institute of Medical Sciences & Education,www.aimseducation.edu/,NA,NA,NA,11995,397,0.2736,0.3224,0.1738,0.3426,0.1486,0,0.0025,0.0101,0,0,NA,NA,Piscataway,NJ,0,1
Casal Institute of Nevada,www.avedalasvegas.com/,NA,NA,NA,6333,309,0.6364,0.2039,0.1812,0.3398,0.0647,0.0065,0.0129,0.1877,0,0.0032,NA,NA,Las Vegas,NV,0,1
Career School of NY,careerschoolny.com/,NA,NA,NA,NA,110,0.3604,0.1364,0.3818,0.3455,0.0455,0.0182,0,0.0727,0,0,NA,NA,Staten Island,NY,0,1
Yeshiva of Machzikai Hadas,https://yeshivaofmachzikaihadas.com/,NA,0.6615,NA,NA,461,0.8422,1,0,0,0,0,0,0,0,0,0.5057,31390,Brooklyn,NY,0,1
Aveda Institute-Columbus,https://avedafi.edu/columbus/,NA,NA,NA,6333,242,0.5277,0.3719,0.1777,0.0331,0.0331,0,0,0.0207,0,0.3636,NA,NA,Columbus,OH,0,1
Paul Mitchell the School-Cincinnati,paulmitchell.edu/cincinnati,NA,NA,NA,12500,241,0.5569,0.6929,0.2324,0.0166,0.0041,0.0124,0,0.029,0,0.0124,NA,NA,Cincinnati,OH,0,1
Hands on Therapy,www.handsontherapyschools.com/,NA,NA,NA,7917,41,0.5696,0.3171,0.3902,0.2683,0,0.0244,0,0,0,0,NA,NA,Mesquite,TX,0,1
MediaTech Institute-Dallas,https://www.mediatech.edu/,NA,NA,NA,20000,200,0.4945,0.265,0.46,0.2,0.005,0.005,0,0,0,0.065,NA,NA,Dallas,TX,0,1
Aveda Arts & Sciences Institute-San Antonio,https://avedaarts.edu/,NA,NA,NA,7916,256,0.4889,0.4102,0.0625,0.4609,0.0156,0.0078,0.0078,0.0195,0,0.0156,NA,NA,San Antonio,TX,0,1
Skin Science Institute,skinscienceinstitute.com/,NA,NA,NA,7667,174,0.1497,0.8276,0.0287,0.0862,0.0517,0,0.0057,0,0,0,NA,NA,Sandy,UT,0,1
Fortis College-Dothan,https://www.fortiscollege.edu/,NA,NA,NA,9500,154,0.8182,0.2338,0.7208,0.013,0.0065,0.0065,0,0.0195,0,0,NA,NA,Dothan,AL,0,1
Fortis Institute-Pensacola,www.fortis.edu/,NA,NA,NA,9500,657,0.6593,0.484,0.3683,0.0563,0.0244,0.0046,0.0015,0.0396,0,0.0213,NA,29865,Pensacola,FL,0,1
Fortis College-Montgomery,https://www.fortis.edu/,NA,NA,NA,9500,305,0.84,0.1082,0.8393,0.0262,0.0033,0.0033,0,0.0131,0,0.0066,NA,NA,Montgomery,AL,0,1
Woodland Community College,https://wcc.yccd.edu/,NA,NA,NA,NA,2949,0.2502,0.2357,0.0315,0.5209,0.1099,0.0064,0.0031,0.0532,0,0.0393,NA,11798,Woodland,CA,1,1
Fortis Institute-Birmingham,www.fortis.edu/,NA,NA,NA,12346,339,0.7853,0.1209,0.7699,0.0649,0.0088,0.0029,0,0.0206,0,0.0118,NA,29880,Birmingham,AL,0,1
The Chicago School at Los Angeles,https://www.thechicagoschool.edu/in-the-community/locations/,NA,0.4017,NA,20000,324,0.6056,0.4198,0.2099,0.2006,0.0093,0.0062,0.0062,0.0772,0.0154,0.0556,NA,NA,Los Angeles,CA,0,1
Cardiac and Vascular Institute of Ultrasound,www.ultrasound.edu/,NA,NA,NA,19160,51,0.3529,0.7647,0.1569,0,0.0784,0,0,0,0,0,NA,NA,Mobile,AL,0,1
Studio Academy of Beauty,www.tsaob.com/,NA,NA,NA,6221,668,0.7386,0.274,0.1108,0.4611,0.012,0.0135,0.0015,0.1198,0,0.0075,NA,NA,Chandler,AZ,0,1
California Nurses Educational Institute,https://www.cnei.edu/,NA,NA,NA,16941,114,0.3137,0.1579,0.0439,0.7368,0.0439,0,0,0.0175,0,0,NA,NA,Palm Springs,CA,0,1
Paul Mitchell the School-Sacramento,paulmitchell.edu/sacramento/,NA,NA,NA,6333,342,0.5193,0.2953,0.1754,0.2661,0.0965,0.0263,0.0351,0.0906,0.0088,0.0058,NA,NA,Sacramento,CA,0,1
Providence Christian College,www.providencecc.edu/,NA,0.9252,NA,25000,144,0.3382,0.4792,0.0347,0.3472,0.0208,0,0.0278,0.0625,0.0069,0.0208,0.4906,51852,Pasadena,CA,0,1
Oxford Academy of Hair Design Inc,www.oxfordhairacademy.com/,NA,NA,NA,6333,140,0.6207,0.4786,0.1429,0.3429,0.0214,0,0.0071,0,0,0.0071,NA,NA,Seymour,CT,0,1
Medical Institute of Palm Beach,https://www.medicalinstitutepb.edu/,NA,NA,NA,6417,261,0.3958,0.0421,0.5287,0.4253,0.0038,0,0,0,0,0,NA,NA,Greenacres,FL,0,1
Oliver Finley Academy of Cosmetology,oliverfinley.com/,NA,NA,NA,6333,276,0.3935,0.7717,0.0109,0.0688,0,0.0036,0,0.1449,0,0,NA,NA,Boise,ID,0,1
National Career College,www.nccusa.edu/,NA,NA,NA,8645,366,0.708,0.0765,0.0191,0.6721,0.1175,0.0683,0,0.0219,0.0246,0,NA,NA,Panorama City,CA,0,1
Aveda Institute-Chicago,www.douglasj.edu/,NA,NA,NA,7917,99,0.4022,0.4949,0.2323,0.1212,0.0505,0.0606,0.0101,0,0.0101,0.0202,NA,NA,Chicago,IL,0,1
Tricoci University of Beauty Culture-Libertyville,www.tricociuniversity.edu/,NA,NA,NA,7307,193,0.5215,0.3057,0.1088,0.4974,0.0207,0,0.0052,0.0466,0.0155,0,NA,NA,Libertyville,IL,0,1
Tricoci University of Beauty Culture-Bridgeview,www.tricociuniversity.edu/,NA,NA,NA,7307,438,0.6852,0.0868,0.5388,0.3333,0.0046,0.0023,0.0023,0.0274,0.0023,0.0023,NA,NA,Bridgeview,IL,0,1
The Temple-A Paul Mitchell Partner School,paulmitchell.edu/frederick,NA,NA,NA,9833,167,0.4304,0.7964,0.0778,0.0659,0.024,0,0,0.0299,0,0.006,NA,NA,Frederick,MD,0,1
Center for Massage,centerformassage.com/,NA,NA,NA,6333,57,0.2826,0.9298,0.0351,0.0175,0,0.0175,0,0,0,0,NA,NA,Asheville,NC,0,1
The Academy of Hair Design LLC,www.academyofhairdesignok.com/,NA,NA,NA,16500,57,0.3977,0.7895,0.0175,0.0702,0,0.0175,0,0.1053,0,0,NA,NA,Oklahoma City,OK,0,1
Toni & Guy Hairdressing Academy-Cranston,https://rhodeisland.toniguy.edu/,NA,NA,NA,11000,113,0.488,0.7434,0.0265,0.1327,0,0.0088,0,0.0531,0.0088,0.0265,NA,NA,Cranston,RI,0,1
South Texas Training Center,www.southtexastraining.com/,NA,NA,NA,3677,276,0.7727,0,0.0072,0.9928,0,0,0,0,0,0,NA,14726,Pharr,TX,0,1
Columbia College,www.ccdc.edu/,NA,NA,NA,7940,239,0.3031,0.1674,0.0126,0.0167,0.2218,0.0042,0,0,0.5774,0,NA,NA,Vienna,VA,0,1
Advanced Welding Institute,www.awi.edu/,NA,NA,NA,NA,97,0.4,0.9691,0,0.0309,0,0,0,0,0,0,NA,NA,South Burlington,VT,0,1
Paul Mitchell the School-Memphis,paulmitchell.edu/memphis,NA,NA,NA,9833,189,0.5736,0.3016,0.6508,0.0423,0.0053,0,0,0,0,0,NA,NA,Memphis,TN,0,1
Pima Medical Institute-East Valley,https://pmi.edu/,NA,NA,NA,9500,373,0.2433,0.4182,0.067,0.2815,0.0295,0.0697,0.008,0.1206,0,0.0054,NA,NA,Mesa,AZ,0,1
Paul Mitchell the School-Cleveland,paulmitchell.edu/cleveland,NA,NA,NA,9833,142,0.6143,0.4507,0.4366,0.0282,0.0141,0,0,0.0211,0,0.0493,NA,NA,Twinsburg,OH,0,1
